subject,item,condition,word_position,region_position,rawRT,residRT,qcorrect,experiment
33,2,subjgap,3,2,424,-113.49,1,tedrg2
33,2,subjgap,4,3,438,-218.66,1,tedrg2
33,2,subjgap,5,3,454,-83.49,1,tedrg3
33,2,subjgap,6,3,423,-114.49,1,tedrg3
33,2,subjgap,7,4,447,-130.21,1,tedrg4
33,2,subjgap,8,4,446,-91.49,1,tedrg4
33,2,subjgap,9,4,462,-154.93,1,tedrg4
33,2,subjgap,11,5,502,-75.21,1,tedrg5
33,2,subjgap,12,5,522,-15.49,1,tedrg6
33,2,subjgap,13,5,524,-53.21,1,tedrg6
33,2,subjgap,14,6,495,-241.1,1,tedrg7
33,3,objgap,1,1,521,-16.49,1,tedrg1
33,3,objgap,2,1,532,-5.49,1,tedrg1
33,3,objgap,3,2,498,-39.49,1,tedrg2
33,3,objgap,4,3,622,84.51,1,tedrg2
33,3,objgap,5,3,656,78.79,1,tedrg2
33,3,objgap,6,3,682,25.34,1,tedrg3
33,3,objgap,7,4,554,-23.21,1,tedrg3
33,3,objgap,8,4,663,125.51,1,tedrg4
33,3,objgap,9,4,670,132.51,1,tedrg4
33,3,objgap,11,5,592,54.51,1,tedrg5
33,3,objgap,12,5,576,-1.21,1,tedrg6
33,3,objgap,13,5,757,20.9,1,tedrg6
33,3,objgap,14,6,962,345.07,1,tedrg7
33,3,objgap,15,6,681,-55.1,1,tedrg7
33,3,objgap,16,6,553,55.23,1,tedrg7
33,3,objgap,17,6,592,54.51,1,tedrg7
33,3,objgap,18,6,2553,1697.74,1,tedrg7
33,4,subjgap,1,1,566,28.51,1,tedrg1
33,4,subjgap,2,1,599,-57.66,1,tedrg1
33,4,subjgap,3,2,1107,569.51,1,tedrg2
33,4,subjgap,4,3,587,-228.54,1,tedrg2
33,4,subjgap,5,3,559,21.51,1,tedrg3
33,4,subjgap,6,3,626,-110.1,1,tedrg3
33,4,subjgap,7,4,474,-23.77,1,tedrg4
33,4,subjgap,8,4,505,-32.49,1,tedrg4
33,4,subjgap,9,4,3311,2574.9,1,tedrg4
33,4,subjgap,11,5,442,-95.49,1,tedrg5
33,4,subjgap,12,5,480,-176.66,1,tedrg6
33,4,subjgap,13,5,483,-14.77,1,tedrg6
33,4,subjgap,14,6,806,109.62,1,tedrg7
33,4,subjgap,15,6,433,-64.77,1,tedrg7
33,4,subjgap,16,6,405,-132.49,1,tedrg7
33,4,subjgap,17,6,431,-305.1,1,tedrg7
33,4,subjgap,18,6,468,-307.82,1,tedrg7
33,5,objgap,1,1,588,50.51,1,tedrg1
33,5,objgap,2,1,670,53.07,1,tedrg1
33,5,objgap,3,2,540,2.51,1,tedrg2
33,5,objgap,4,3,483,-54.49,1,tedrg2
33,5,objgap,5,3,724,67.34,1,tedrg2
33,5,objgap,6,3,539,-38.21,1,tedrg3
33,5,objgap,7,4,443,-54.77,1,tedrg3
33,5,objgap,8,4,413,-124.49,1,tedrg4
33,5,objgap,9,4,682,-54.1,1,tedrg4
33,5,objgap,11,5,509,-28.49,1,tedrg5
33,5,objgap,12,5,2243,1546.62,1,tedrg6
33,5,objgap,13,5,395,-221.93,1,tedrg6
33,5,objgap,14,6,495,-42.49,1,tedrg7
33,5,objgap,15,6,839,-16.26,1,tedrg7
33,6,subjgap,1,1,961,423.51,1,tedrg1
33,6,subjgap,2,1,1525,868.34,1,tedrg1
33,6,subjgap,3,2,880,342.51,1,tedrg2
33,6,subjgap,4,3,951,254.62,1,tedrg2
33,6,subjgap,5,3,555,17.51,1,tedrg3
33,6,subjgap,6,3,714,57.34,1,tedrg3
33,6,subjgap,7,4,552,54.23,1,tedrg4
33,6,subjgap,8,4,662,124.51,1,tedrg4
33,6,subjgap,9,4,1181,564.07,1,tedrg4
33,6,subjgap,11,5,748,91.34,1,tedrg5
33,6,subjgap,12,5,633,16.07,1,tedrg6
33,6,subjgap,13,5,606,108.23,1,tedrg6
33,6,subjgap,14,6,678,61.07,1,tedrg7
33,6,subjgap,15,6,610,-46.66,1,tedrg7
33,6,subjgap,16,6,649,111.51,1,tedrg7
33,6,subjgap,17,6,713,135.79,1,tedrg7
33,6,subjgap,18,6,821,323.23,1,tedrg7
33,6,subjgap,19,6,1489,752.9,1,tedrg7
33,7,objgap,1,1,528,-9.49,1,tedrg1
33,7,objgap,2,1,488,-248.1,1,tedrg1
33,7,objgap,3,2,540,2.51,1,tedrg2
33,7,objgap,4,3,544,6.51,1,tedrg2
33,7,objgap,5,3,603,-93.38,1,tedrg2
33,7,objgap,6,3,651,-204.26,1,tedrg3
33,7,objgap,7,4,589,91.23,1,tedrg3
33,7,objgap,8,4,857,319.51,1,tedrg4
33,7,objgap,9,4,778,2.18,1,tedrg4
33,7,objgap,11,5,488,-49.49,1,tedrg5
33,7,objgap,12,5,656,118.51,1,tedrg6
33,7,objgap,13,5,981,205.18,1,tedrg6
33,7,objgap,14,6,492,-124.93,1,tedrg7
33,7,objgap,15,6,1325,708.07,1,tedrg7
33,8,subjgap,1,1,763,225.51,0,tedrg1
33,8,subjgap,2,1,1400,544.74,0,tedrg1
33,8,subjgap,3,2,689,151.51,0,tedrg2
33,8,subjgap,4,3,957,101.74,0,tedrg2
33,8,subjgap,5,3,516,-21.49,0,tedrg3
33,8,subjgap,6,3,768,111.34,0,tedrg3
33,8,subjgap,7,4,903,405.23,0,tedrg4
33,8,subjgap,8,4,468,-69.49,0,tedrg4
33,8,subjgap,9,4,2012,1315.62,0,tedrg4
33,8,subjgap,11,5,584,46.51,0,tedrg5
33,8,subjgap,12,5,620,42.79,0,tedrg6
33,8,subjgap,13,5,581,-35.93,0,tedrg6
33,8,subjgap,14,6,879,63.46,0,tedrg7
33,8,subjgap,15,6,570,32.51,0,tedrg7
33,8,subjgap,16,6,611,73.51,0,tedrg7
33,8,subjgap,17,6,655,77.79,0,tedrg7
33,8,subjgap,18,6,446,-91.49,0,tedrg7
33,8,subjgap,19,6,724,67.34,0,tedrg7
33,9,objgap,1,1,973,435.51,1,tedrg1
33,9,objgap,2,1,768,151.07,1,tedrg1
33,9,objgap,3,2,765,227.51,1,tedrg2
33,9,objgap,4,3,806,268.51,1,tedrg2
33,9,objgap,5,3,865,208.34,1,tedrg2
33,9,objgap,6,3,5012,4196.46,1,tedrg3
33,9,objgap,7,4,491,-6.77,1,tedrg3
33,9,objgap,8,4,393,-144.49,1,tedrg4
33,9,objgap,9,4,2547,1810.9,1,tedrg4
33,9,objgap,11,5,1339,722.07,1,tedrg5
33,9,objgap,12,5,861,283.79,1,tedrg6
33,9,objgap,13,5,1546,730.46,1,tedrg6
33,9,objgap,14,6,446,-51.77,1,tedrg7
33,9,objgap,15,6,439,-177.93,1,tedrg7
33,9,objgap,16,6,1679,1062.07,1,tedrg7
33,10,subjgap,1,1,708,170.51,0,tedrg1
33,10,subjgap,2,1,800,24.18,0,tedrg1
33,10,subjgap,3,2,513,-24.49,0,tedrg2
33,10,subjgap,4,3,603,-53.66,0,tedrg2
33,10,subjgap,5,3,588,50.51,0,tedrg3
33,10,subjgap,6,3,626,-70.38,0,tedrg3
33,10,subjgap,7,4,479,-98.21,0,tedrg4
33,10,subjgap,8,4,424,-113.49,0,tedrg4
33,10,subjgap,9,4,542,-74.93,0,tedrg4
33,10,subjgap,11,5,510,-27.49,0,tedrg5
33,10,subjgap,12,5,551,-383.7,0,tedrg6
33,10,subjgap,13,5,509,-187.38,0,tedrg6
33,10,subjgap,14,6,458,-198.66,0,tedrg7
33,10,subjgap,15,6,540,-196.1,0,tedrg7
33,11,objgap,1,1,402,-135.49,1,tedrg1
33,11,objgap,2,1,442,-214.66,1,tedrg1
33,11,objgap,3,2,514,-23.49,1,tedrg2
33,11,objgap,4,3,482,-55.49,1,tedrg2
33,11,objgap,5,3,477,-298.82,1,tedrg2
33,11,objgap,6,3,524,-212.1,1,tedrg3
33,11,objgap,7,4,460,-37.77,1,tedrg3
33,11,objgap,8,4,465,-72.49,1,tedrg4
33,11,objgap,9,4,510,-186.38,1,tedrg4
33,11,objgap,11,5,473,-104.21,1,tedrg5
33,11,objgap,12,5,443,-54.77,1,tedrg6
33,11,objgap,13,5,456,-280.1,1,tedrg6
33,11,objgap,14,6,476,-140.93,1,tedrg7
33,12,subjgap,1,1,432,-105.49,1,tedrg1
33,12,subjgap,2,1,487,-368.26,1,tedrg1
33,12,subjgap,3,2,469,-68.49,1,tedrg2
33,12,subjgap,4,3,521,-215.1,1,tedrg2
33,12,subjgap,5,3,455,-82.49,1,tedrg3
33,12,subjgap,6,3,565,-290.26,1,tedrg3
33,12,subjgap,7,4,584,86.23,1,tedrg4
33,12,subjgap,8,4,529,-8.49,1,tedrg4
33,12,subjgap,9,4,546,-70.93,1,tedrg4
33,12,subjgap,11,5,454,-83.49,1,tedrg5
33,12,subjgap,12,5,535,-240.82,1,tedrg6
33,12,subjgap,13,5,480,-136.93,1,tedrg6
33,12,subjgap,14,6,503,-34.49,1,tedrg7
33,12,subjgap,15,6,503,-233.1,1,tedrg7
33,12,subjgap,16,6,1097,281.46,1,tedrg7
33,13,objgap,1,1,476,-61.49,1,tedrg1
33,13,objgap,2,1,521,-215.1,1,tedrg1
33,13,objgap,3,2,432,-105.49,1,tedrg2
33,13,objgap,4,3,483,-54.49,1,tedrg2
33,13,objgap,5,3,500,-116.93,1,tedrg2
33,13,objgap,6,3,569,-87.66,1,tedrg3
33,13,objgap,7,4,518,-59.21,1,tedrg3
33,13,objgap,8,4,528,-9.49,1,tedrg4
33,13,objgap,9,4,479,-98.21,1,tedrg4
33,13,objgap,11,5,501,-36.49,1,tedrg5
33,13,objgap,12,5,746,168.79,1,tedrg6
33,13,objgap,13,5,599,61.51,1,tedrg6
33,13,objgap,14,6,494,-3.77,1,tedrg7
33,13,objgap,15,6,584,-152.1,1,tedrg7
33,13,objgap,16,6,506,-388.98,1,tedrg7
33,14,subjgap,1,1,547,9.51,1,tedrg1
33,14,subjgap,2,1,574,-281.26,1,tedrg1
33,14,subjgap,3,2,503,-34.49,1,tedrg2
33,14,subjgap,4,3,447,-130.21,1,tedrg2
33,14,subjgap,5,3,457,-80.49,1,tedrg3
33,14,subjgap,6,3,524,-331.26,1,tedrg3
33,14,subjgap,7,4,480,-17.77,1,tedrg4
33,14,subjgap,8,4,473,-64.49,1,tedrg4
33,14,subjgap,9,4,447,-169.93,1,tedrg4
33,14,subjgap,11,5,517,-20.49,1,tedrg5
33,14,subjgap,12,5,505,-72.21,1,tedrg6
33,14,subjgap,13,5,528,-128.66,1,tedrg6
33,14,subjgap,14,6,719,181.51,1,tedrg7
33,14,subjgap,15,6,507,-70.21,1,tedrg7
33,14,subjgap,16,6,461,-76.49,1,tedrg7
33,14,subjgap,17,6,584,46.51,1,tedrg7
33,14,subjgap,18,6,517,-60.21,1,tedrg7
33,14,subjgap,19,6,499,-38.49,1,tedrg7
33,14,subjgap,20,6,1279,622.34,1,tedrg7
33,15,objgap,1,1,465,-72.49,1,tedrg1
33,15,objgap,2,1,539,-197.1,1,tedrg1
33,15,objgap,3,2,509,-28.49,1,tedrg2
33,15,objgap,4,3,904,366.51,1,tedrg2
33,15,objgap,5,3,610,-6.93,1,tedrg2
33,15,objgap,6,3,674,17.34,1,tedrg3
33,15,objgap,7,4,584,6.79,1,tedrg3
33,15,objgap,8,4,543,5.51,1,tedrg4
33,15,objgap,9,4,517,-179.38,1,tedrg4
33,15,objgap,10,4,539,-38.21,1,tedrg5
33,15,objgap,11,5,511,-66.21,1,tedrg5
33,15,objgap,12,5,552,-144.38,1,tedrg6
33,15,objgap,13,5,512,-144.66,1,tedrg6
33,15,objgap,14,6,447,-328.82,1,tedrg7
33,16,subjgap,1,1,491,-46.49,1,tedrg1
33,16,subjgap,2,1,551,-145.38,1,tedrg1
33,16,subjgap,3,2,448,-89.49,1,tedrg2
33,16,subjgap,4,3,554,-62.93,1,tedrg2
33,16,subjgap,5,3,502,-35.49,1,tedrg3
33,16,subjgap,6,3,554,-221.82,1,tedrg3
33,16,subjgap,7,4,581,83.23,1,tedrg4
33,16,subjgap,8,4,595,57.51,1,tedrg4
33,16,subjgap,9,4,633,-103.1,1,tedrg4
33,16,subjgap,11,5,745,167.79,1,tedrg5
33,16,subjgap,12,5,591,93.23,1,tedrg6
33,16,subjgap,13,5,590,-66.66,1,tedrg6
33,16,subjgap,14,6,614,36.79,1,tedrg7
33,16,subjgap,15,6,469,-28.77,1,tedrg7
33,16,subjgap,16,6,678,61.07,1,tedrg7
34,1,subjgap,1,1,227,-37.9,1,tedrg1
34,1,subjgap,2,1,218,-60.77,1,tedrg1
34,1,subjgap,3,2,248,-16.9,1,tedrg2
34,1,subjgap,4,3,251,-16.68,1,tedrg2
34,1,subjgap,5,3,200,-64.9,1,tedrg3
34,1,subjgap,6,3,187,-102.86,1,tedrg3
34,1,subjgap,7,4,207,-55.13,1,tedrg4
34,1,subjgap,8,4,215,-49.9,1,tedrg4
34,1,subjgap,9,4,196,-77.22,1,tedrg4
34,1,subjgap,11,5,193,-71.9,1,tedrg5
34,1,subjgap,12,5,222,-51.22,1,tedrg6
34,1,subjgap,13,5,196,-68.9,1,tedrg6
34,1,subjgap,14,6,206,-53.36,1,tedrg7
34,1,subjgap,15,6,226,-41.68,1,tedrg7
34,1,subjgap,16,6,193,-80.22,1,tedrg7
34,2,objgap,1,1,256,-8.9,1,tedrg1
34,2,objgap,2,1,257,-13.45,1,tedrg1
34,2,objgap,3,2,210,-54.9,1,tedrg2
34,2,objgap,4,3,188,-76.9,1,tedrg2
34,2,objgap,5,3,228,-36.9,1,tedrg2
34,2,objgap,6,3,249,-24.22,1,tedrg3
34,2,objgap,7,4,255,-12.68,1,tedrg3
34,2,objgap,8,4,275,10.1,1,tedrg4
34,2,objgap,9,4,237,-33.45,1,tedrg4
34,2,objgap,11,5,221,-46.68,1,tedrg5
34,2,objgap,12,5,286,21.1,1,tedrg6
34,2,objgap,13,5,263,-4.68,1,tedrg6
34,2,objgap,14,6,771,492.23,1,tedrg7
34,3,subjgap,1,1,222,-42.9,1,tedrg1
34,3,subjgap,2,1,235,-29.9,1,tedrg1
34,3,subjgap,3,2,248,-16.9,1,tedrg2
34,3,subjgap,4,3,278,4.78,1,tedrg2
34,3,subjgap,5,3,229,-35.9,1,tedrg3
34,3,subjgap,6,3,259,-8.68,1,tedrg3
34,3,subjgap,7,4,222,-45.68,1,tedrg4
34,3,subjgap,8,4,218,-46.9,1,tedrg4
34,3,subjgap,9,4,254,-10.9,1,tedrg4
34,3,subjgap,11,5,279,14.1,1,tedrg5
34,3,subjgap,12,5,244,-23.68,1,tedrg6
34,3,subjgap,13,5,248,-30.77,1,tedrg6
34,3,subjgap,14,6,245,-25.45,1,tedrg7
34,3,subjgap,15,6,244,-34.77,1,tedrg7
34,3,subjgap,16,6,271,8.87,1,tedrg7
34,3,subjgap,17,6,267,2.1,1,tedrg7
34,3,subjgap,18,6,294,6.91,1,tedrg7
34,4,objgap,1,1,1989,1724.1,1,tedrg1
34,4,objgap,2,1,312,38.78,1,tedrg1
34,4,objgap,3,2,293,28.1,1,tedrg2
34,4,objgap,4,3,293,28.1,1,tedrg2
34,4,objgap,5,3,297,18.23,1,tedrg2
34,4,objgap,6,3,324,39.69,1,tedrg3
34,4,objgap,7,4,337,74.87,1,tedrg3
34,4,objgap,8,4,326,61.1,1,tedrg4
34,4,objgap,9,4,315,36.23,1,tedrg4
34,4,objgap,11,5,412,147.1,1,tedrg5
34,4,objgap,12,5,409,135.78,1,tedrg6
34,4,objgap,13,5,375,112.87,1,tedrg6
34,4,objgap,14,6,382,106.01,1,tedrg7
34,4,objgap,15,6,405,142.87,1,tedrg7
34,4,objgap,16,6,327,62.1,1,tedrg7
34,4,objgap,17,6,285,6.23,1,tedrg7
34,4,objgap,18,6,394,112.46,1,tedrg7
34,5,subjgap,1,1,230,-34.9,1,tedrg1
34,5,subjgap,2,1,230,-40.45,1,tedrg1
34,5,subjgap,3,2,226,-38.9,1,tedrg2
34,5,subjgap,4,3,240,-27.68,1,tedrg2
34,5,subjgap,5,3,244,-20.9,1,tedrg3
34,5,subjgap,6,3,270,-3.22,1,tedrg3
34,5,subjgap,7,4,234,-28.13,1,tedrg4
34,5,subjgap,8,4,259,-5.9,1,tedrg4
34,5,subjgap,9,4,241,-37.77,1,tedrg4
34,5,subjgap,11,5,245,-19.9,1,tedrg5
34,5,subjgap,12,5,246,-29.99,1,tedrg6
34,5,subjgap,13,5,266,-4.45,1,tedrg6
34,5,subjgap,14,6,286,21.1,1,tedrg7
34,5,subjgap,15,6,381,93.91,1,tedrg7
34,6,objgap,1,1,174,-90.9,1,tedrg1
34,6,objgap,2,1,209,-64.22,1,tedrg1
34,6,objgap,3,2,308,43.1,1,tedrg2
34,6,objgap,4,3,247,-17.9,1,tedrg2
34,6,objgap,5,3,316,42.78,1,tedrg2
34,6,objgap,6,3,315,39.01,1,tedrg3
34,6,objgap,7,4,291,28.87,1,tedrg3
34,6,objgap,8,4,300,35.1,1,tedrg4
34,6,objgap,9,4,292,21.55,1,tedrg4
34,6,objgap,11,5,289,15.78,1,tedrg5
34,6,objgap,12,5,282,11.55,1,tedrg6
34,6,objgap,13,5,299,36.87,1,tedrg6
34,6,objgap,14,6,337,66.55,1,tedrg7
34,6,objgap,15,6,285,11.78,1,tedrg7
34,6,objgap,16,6,327,62.1,1,tedrg7
34,6,objgap,17,6,338,70.32,1,tedrg7
34,6,objgap,18,6,304,41.87,1,tedrg7
34,6,objgap,19,6,331,52.23,1,tedrg7
34,7,subjgap,1,1,184,-80.9,1,tedrg1
34,7,subjgap,2,1,195,-83.77,1,tedrg1
34,7,subjgap,3,2,208,-56.9,1,tedrg2
34,7,subjgap,4,3,225,-62.09,1,tedrg2
34,7,subjgap,5,3,200,-64.9,1,tedrg3
34,7,subjgap,6,3,210,-65.99,1,tedrg3
34,7,subjgap,7,4,264,1.87,1,tedrg4
34,7,subjgap,8,4,218,-46.9,1,tedrg4
34,7,subjgap,9,4,285,3.46,1,tedrg4
34,7,subjgap,11,5,259,-5.9,1,tedrg5
34,7,subjgap,12,5,302,37.1,1,tedrg6
34,7,subjgap,13,5,252,-29.54,1,tedrg6
34,7,subjgap,14,6,532,261.55,1,tedrg7
34,7,subjgap,15,6,335,64.55,1,tedrg7
34,8,objgap,1,1,166,-98.9,0,tedrg1
34,8,objgap,2,1,195,-92.09,0,tedrg1
34,8,objgap,3,2,171,-93.9,0,tedrg2
34,8,objgap,4,3,181,-83.9,0,tedrg2
34,8,objgap,5,3,188,-85.22,0,tedrg2
34,8,objgap,6,3,193,-94.09,0,tedrg3
34,8,objgap,7,4,206,-56.13,0,tedrg3
34,8,objgap,8,4,201,-63.9,0,tedrg4
34,8,objgap,9,4,184,-91.99,0,tedrg4
34,8,objgap,11,5,173,-91.9,0,tedrg5
34,8,objgap,12,5,173,-94.68,0,tedrg6
34,8,objgap,13,5,184,-86.45,0,tedrg6
34,8,objgap,14,6,194,-90.31,0,tedrg7
34,8,objgap,15,6,221,-43.9,0,tedrg7
34,8,objgap,16,6,218,-46.9,0,tedrg7
34,8,objgap,17,6,214,-53.68,0,tedrg7
34,8,objgap,18,6,317,52.1,0,tedrg7
34,8,objgap,19,6,243,-30.22,0,tedrg7
34,9,subjgap,1,1,216,-48.9,1,tedrg1
34,9,subjgap,2,1,253,-17.45,1,tedrg1
34,9,subjgap,3,2,218,-46.9,1,tedrg2
34,9,subjgap,4,3,506,221.69,1,tedrg2
34,9,subjgap,5,3,259,-5.9,1,tedrg3
34,9,subjgap,6,3,245,-28.22,1,tedrg3
34,9,subjgap,7,4,240,-22.13,1,tedrg4
34,9,subjgap,8,4,238,-26.9,1,tedrg4
34,9,subjgap,9,4,199,-79.77,1,tedrg4
34,9,subjgap,11,5,248,-22.45,1,tedrg5
34,9,subjgap,12,5,289,21.32,1,tedrg6
34,9,subjgap,13,5,227,-57.31,1,tedrg6
34,9,subjgap,14,6,213,-49.13,1,tedrg7
34,9,subjgap,15,6,251,-19.45,1,tedrg7
34,9,subjgap,16,6,341,70.55,1,tedrg7
34,10,objgap,1,1,225,-39.9,1,tedrg1
34,10,objgap,2,1,237,-44.54,1,tedrg1
34,10,objgap,3,2,214,-50.9,1,tedrg2
34,10,objgap,4,3,266,1.1,1,tedrg2
34,10,objgap,5,3,222,-53.99,1,tedrg2
34,10,objgap,6,3,253,-20.22,1,tedrg3
34,10,objgap,7,4,248,-19.68,1,tedrg3
34,10,objgap,8,4,277,12.1,1,tedrg4
34,10,objgap,9,4,230,-40.45,1,tedrg4
34,10,objgap,11,5,248,-16.9,1,tedrg5
34,10,objgap,12,5,215,-77.63,1,tedrg6
34,10,objgap,13,5,256,-19.99,1,tedrg6
34,10,objgap,14,6,310,36.78,1,tedrg7
34,10,objgap,15,6,296,17.23,1,tedrg7
34,11,subjgap,1,1,197,-67.9,1,tedrg1
34,11,subjgap,2,1,237,-36.22,1,tedrg1
34,11,subjgap,3,2,1120,855.1,1,tedrg2
34,11,subjgap,4,3,1163,884.23,1,tedrg2
34,11,subjgap,5,3,237,-27.9,1,tedrg3
34,11,subjgap,6,3,241,-40.54,1,tedrg3
34,11,subjgap,7,4,387,124.87,1,tedrg4
34,11,subjgap,8,4,218,-46.9,1,tedrg4
34,11,subjgap,9,4,214,-61.99,1,tedrg4
34,11,subjgap,11,5,271,3.32,1,tedrg5
34,11,subjgap,12,5,274,11.87,1,tedrg6
34,11,subjgap,13,5,255,-23.77,1,tedrg6
34,11,subjgap,14,6,384,113.55,1,tedrg7
34,12,objgap,1,1,348,83.1,1,tedrg1
34,12,objgap,2,1,312,24.91,1,tedrg1
34,12,objgap,3,2,361,96.1,1,tedrg2
34,12,objgap,4,3,302,37.1,1,tedrg2
34,12,objgap,5,3,292,4.91,1,tedrg2
34,12,objgap,6,3,316,37.23,1,tedrg3
34,12,objgap,7,4,341,78.87,1,tedrg3
34,12,objgap,8,4,360,95.1,1,tedrg4
34,12,objgap,9,4,297,26.55,1,tedrg4
34,12,objgap,11,5,330,65.1,1,tedrg5
34,12,objgap,12,5,319,37.46,1,tedrg6
34,12,objgap,13,5,346,75.55,1,tedrg6
34,12,objgap,14,6,342,77.1,1,tedrg7
34,12,objgap,15,6,389,110.23,1,tedrg7
34,12,objgap,16,6,727,442.69,1,tedrg7
34,13,subjgap,1,1,289,24.1,1,tedrg1
34,13,subjgap,2,1,252,-26.77,1,tedrg1
34,13,subjgap,3,2,229,-35.9,1,tedrg2
34,13,subjgap,4,3,271,-2.22,1,tedrg2
34,13,subjgap,5,3,256,-8.9,1,tedrg3
34,13,subjgap,6,3,260,-10.45,1,tedrg3
34,13,subjgap,7,4,233,-34.68,1,tedrg4
34,13,subjgap,8,4,252,-12.9,1,tedrg4
34,13,subjgap,9,4,244,-23.68,1,tedrg4
34,13,subjgap,11,5,248,-16.9,1,tedrg5
34,13,subjgap,12,5,248,-19.68,1,tedrg6
34,13,subjgap,13,5,245,-19.9,1,tedrg6
34,13,subjgap,14,6,244,-18.13,1,tedrg7
34,13,subjgap,15,6,248,-30.77,1,tedrg7
34,13,subjgap,16,6,424,134.14,1,tedrg7
34,14,objgap,1,1,199,-65.9,1,tedrg1
34,14,objgap,2,1,211,-76.09,1,tedrg1
34,14,objgap,3,2,203,-61.9,1,tedrg2
34,14,objgap,4,3,218,-46.9,1,tedrg2
34,14,objgap,5,3,222,-65.09,1,tedrg2
34,14,objgap,6,3,237,-30.68,1,tedrg3
34,14,objgap,7,4,270,7.87,1,tedrg3
34,14,objgap,8,4,192,-72.9,1,tedrg4
34,14,objgap,9,4,296,25.55,1,tedrg4
34,14,objgap,11,5,220,-44.9,1,tedrg5
34,14,objgap,12,5,214,-53.68,1,tedrg6
34,14,objgap,13,5,289,15.78,1,tedrg6
34,14,objgap,14,6,181,-83.9,1,tedrg7
34,14,objgap,15,6,483,215.32,1,tedrg7
34,14,objgap,16,6,186,-78.9,1,tedrg7
34,14,objgap,17,6,247,-17.9,1,tedrg7
34,14,objgap,18,6,245,-22.68,1,tedrg7
34,14,objgap,19,6,274,9.1,1,tedrg7
34,14,objgap,20,6,338,64.78,1,tedrg7
34,15,subjgap,1,1,285,20.1,1,tedrg1
34,15,subjgap,2,1,270,-8.77,1,tedrg1
34,15,subjgap,3,2,286,21.1,1,tedrg2
34,15,subjgap,4,3,259,-14.22,1,tedrg2
34,15,subjgap,5,3,285,20.1,1,tedrg3
34,15,subjgap,6,3,290,19.55,1,tedrg3
34,15,subjgap,7,4,300,32.32,1,tedrg4
34,15,subjgap,8,4,270,5.1,1,tedrg4
34,15,subjgap,9,4,277,1.01,1,tedrg4
34,15,subjgap,10,4,257,-10.68,1,tedrg5
34,15,subjgap,11,5,296,28.32,1,tedrg5
34,15,subjgap,12,5,328,52.01,1,tedrg6
34,15,subjgap,13,5,331,57.78,1,tedrg6
34,15,subjgap,14,6,386,104.46,1,tedrg7
34,16,objgap,1,1,309,44.1,0,tedrg1
34,16,objgap,2,1,264,-11.99,0,tedrg1
34,16,objgap,3,2,240,-24.9,0,tedrg2
34,16,objgap,4,3,236,-28.9,0,tedrg2
34,16,objgap,5,3,276,-5.54,0,tedrg2
34,16,objgap,6,3,304,33.55,0,tedrg3
34,16,objgap,7,4,285,22.87,0,tedrg3
34,16,objgap,8,4,256,-8.9,0,tedrg4
34,16,objgap,9,4,227,-51.77,0,tedrg4
34,16,objgap,11,5,271,3.32,0,tedrg5
34,16,objgap,12,5,322,59.87,0,tedrg6
34,16,objgap,13,5,253,-20.22,0,tedrg6
34,16,objgap,14,6,304,36.32,0,tedrg7
34,16,objgap,15,6,293,30.87,0,tedrg7
34,16,objgap,16,6,610,339.55,0,tedrg7
35,1,objgap,1,1,316,-105.84,1,tedrg1
35,1,objgap,2,1,244,-233.38,1,tedrg1
35,1,objgap,3,2,286,-135.84,1,tedrg2
35,1,objgap,4,3,315,-106.84,1,tedrg2
35,1,objgap,5,3,449,-72.82,1,tedrg2
35,1,objgap,6,3,360,-72.95,1,tedrg3
35,1,objgap,7,4,371,-39.73,1,tedrg3
35,1,objgap,8,4,405,-16.84,1,tedrg4
35,1,objgap,9,4,393,-62.17,1,tedrg4
35,1,objgap,11,5,626,204.16,1,tedrg5
35,1,objgap,12,5,375,-80.17,1,tedrg6
35,1,objgap,13,5,344,-77.84,1,tedrg6
35,1,objgap,14,6,409,9.38,1,tedrg7
35,1,objgap,15,6,334,-98.95,1,tedrg7
35,1,objgap,16,6,495,39.83,1,tedrg7
35,2,subjgap,1,1,447,25.16,1,tedrg1
35,2,subjgap,2,1,439,-5.06,1,tedrg1
35,2,subjgap,3,2,434,12.16,1,tedrg2
35,2,subjgap,4,3,705,249.83,1,tedrg2
35,2,subjgap,5,3,588,166.16,1,tedrg3
35,2,subjgap,6,3,701,279.16,1,tedrg3
35,2,subjgap,7,4,521,88.05,1,tedrg4
35,2,subjgap,8,4,446,24.16,1,tedrg4
35,2,subjgap,9,4,532,87.94,1,tedrg4
35,2,subjgap,11,5,771,338.05,1,tedrg5
35,2,subjgap,12,5,780,358.16,1,tedrg6
35,2,subjgap,13,5,462,29.05,1,tedrg6
35,2,subjgap,14,6,625,147.62,1,tedrg7
35,3,objgap,1,1,412,-9.84,1,tedrg1
35,3,objgap,2,1,431,9.16,1,tedrg1
35,3,objgap,3,2,359,-62.84,1,tedrg2
35,3,objgap,4,3,337,-84.84,1,tedrg2
35,3,objgap,5,3,363,-69.95,1,tedrg2
35,3,objgap,6,3,354,-101.17,1,tedrg3
35,3,objgap,7,4,349,-83.95,1,tedrg3
35,3,objgap,8,4,563,141.16,1,tedrg4
35,3,objgap,9,4,401,-20.84,1,tedrg4
35,3,objgap,11,5,555,133.16,1,tedrg5
35,3,objgap,12,5,329,-103.95,1,tedrg6
